Reference_Data_ID;Product_ID;Pricing_Parameter_Value;Product_Description;Pricing_Parameter_Type_ID;Pricing_Parameter_Type_Name;Pricing_Parameter_ID;Pricing_Parameter_Name;Reference_Data_Type;Reference_Data_Name;Valid_From;Valid_To
783;1;1;Temperature only;4;Airport;4;Low risk;Airport;Altus Air Force Base;2018-01-01;9999-12-31
783;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Altus Air Force Base;2018-01-01;9999-12-31
784;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Luke Air Force Base;2018-01-01;9999-12-31
784;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Luke Air Force Base;2018-01-01;9999-12-31
785;1;2;Temperature only;4;Airport;22;High risk;Airport;MBS International Airport;2018-01-01;9999-12-31
785;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;MBS International Airport;2018-01-01;9999-12-31
786;1;1;Temperature only;4;Airport;4;Low risk;Airport;Mac Dill Air Force Base;2018-01-01;9999-12-31
786;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Mac Dill Air Force Base;2018-01-01;9999-12-31
787;1;1;Temperature only;4;Airport;4;Low risk;Airport;Kansas City International Airport;2018-01-01;9999-12-31
787;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Kansas City International Airport;2018-01-01;9999-12-31
788;1;1;Temperature only;4;Airport;4;Low risk;Airport;Orlando International Airport;2018-01-01;9999-12-31
788;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Orlando International Airport;2018-01-01;9999-12-31
789;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Chicago Midway International Airport;2018-01-01;9999-12-31
789;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Chicago Midway International Airport;2018-01-01;9999-12-31
790;1;1;Temperature only;4;Airport;4;Low risk;Airport;Memphis International Airport;2018-01-01;9999-12-31
790;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Memphis International Airport;2018-01-01;9999-12-31
791;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dobbins Air Reserve Base;2018-01-01;9999-12-31
791;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dobbins Air Reserve Base;2018-01-01;9999-12-31
792;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Montgomery Regional (Dannelly Field) Airport;2018-01-01;9999-12-31
792;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Montgomery Regional (Dannelly Field) Airport;2018-01-01;9999-12-31
793;1;2;Temperature only;4;Airport;22;High risk;Airport;Manchester Airport;2018-01-01;9999-12-31
793;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Manchester Airport;2018-01-01;9999-12-31
794;1;1;Temperature only;4;Airport;4;Low risk;Airport;Miami International Airport;2018-01-01;9999-12-31
794;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Miami International Airport;2018-01-01;9999-12-31
795;1;1;Temperature only;4;Airport;4;Low risk;Airport;General Mitchell International Airport;2018-01-01;9999-12-31
795;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;General Mitchell International Airport;2018-01-01;9999-12-31
796;1;1;Temperature only;4;Airport;4;Low risk;Airport;Quad City International Airport;2018-01-01;9999-12-31
796;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Quad City International Airport;2018-01-01;9999-12-31
797;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Monroe Regional Airport;2018-01-01;9999-12-31
797;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Monroe Regional Airport;2018-01-01;9999-12-31
798;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Mobile Regional Airport;2018-01-01;9999-12-31
798;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Mobile Regional Airport;2018-01-01;9999-12-31
799;1;1;Temperature only;4;Airport;4;Low risk;Airport;Dane County Regional Truax Field;2018-01-01;9999-12-31
799;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Dane County Regional Truax Field;2018-01-01;9999-12-31
800;1;1;Temperature only;4;Airport;4;Low risk;Airport;Minneapolis-St Paul International/Wold-Chamberlain Airport;2018-01-01;9999-12-31
800;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Minneapolis-St Paul International/Wold-Chamberlain Airport;2018-01-01;9999-12-31
801;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Louis Armstrong New Orleans International Airport;2018-01-01;9999-12-31
801;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Louis Armstrong New Orleans International Airport;2018-01-01;9999-12-31
802;1;2;Temperature only;4;Airport;22;High risk;Airport;Mountain Home Air Force Base;2018-01-01;9999-12-31
802;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Mountain Home Air Force Base;2018-01-01;9999-12-31
803;1;2;Temperature only;4;Airport;22;High risk;Airport;Metropolitan Oakland International Airport;2018-01-01;9999-12-31
803;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Metropolitan Oakland International Airport;2018-01-01;9999-12-31
804;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Will Rogers World Airport;2018-01-01;9999-12-31
804;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Will Rogers World Airport;2018-01-01;9999-12-31
805;1;1;Temperature only;4;Airport;4;Low risk;Airport;Ontario International Airport;2018-01-01;9999-12-31
805;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Ontario International Airport;2018-01-01;9999-12-31
806;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Chicago O'Hare International Airport;2018-01-01;9999-12-31
806;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Chicago O'Hare International Airport;2018-01-01;9999-12-31
807;1;1;Temperature only;4;Airport;4;Low risk;Airport;Norfolk International Airport;2018-01-01;9999-12-31
807;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Norfolk International Airport;2018-01-01;9999-12-31
808;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tyndall Air Force Base;2018-01-01;9999-12-31
808;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tyndall Air Force Base;2018-01-01;9999-12-31
809;1;1;Temperature only;4;Airport;4;Low risk;Airport;Palm Beach International Airport;2018-01-01;9999-12-31
809;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Palm Beach International Airport;2018-01-01;9999-12-31
810;1;1;Temperature only;4;Airport;4;Low risk;Airport;Portland International Airport;2018-01-01;9999-12-31
810;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Portland International Airport;2018-01-01;9999-12-31
811;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Newport News Williamsburg International Airport;2018-01-01;9999-12-31
811;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Newport News Williamsburg International Airport;2018-01-01;9999-12-31
812;1;2;Temperature only;4;Airport;22;High risk;Airport;Philadelphia International Airport;2018-01-01;9999-12-31
812;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Philadelphia International Airport;2018-01-01;9999-12-31
813;1;1;Temperature only;4;Airport;4;Low risk;Airport;Phoenix Sky Harbor International Airport;2018-01-01;9999-12-31
813;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Phoenix Sky Harbor International Airport;2018-01-01;9999-12-31
814;1;2;Temperature only;4;Airport;22;High risk;Airport;General Wayne A. Downing Peoria International Airport;2018-01-01;9999-12-31
814;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;General Wayne A. Downing Peoria International Airport;2018-01-01;9999-12-31
815;1;1;Temperature only;4;Airport;4;Low risk;Airport;Pittsburgh International Airport;2018-01-01;9999-12-31
815;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Pittsburgh International Airport;2018-01-01;9999-12-31
816;1;1;Temperature only;4;Airport;4;Low risk;Airport;Portland International Jetport Airport;2018-01-01;9999-12-31
816;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Portland International Jetport Airport;2018-01-01;9999-12-31
817;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Raleigh Durham International Airport;2018-01-01;9999-12-31
817;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Raleigh Durham International Airport;2018-01-01;9999-12-31
818;1;1;Temperature only;4;Airport;4;Low risk;Airport;Chicago Rockford International Airport;2018-01-01;9999-12-31
818;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Chicago Rockford International Airport;2018-01-01;9999-12-31
819;1;1;Temperature only;4;Airport;4;Low risk;Airport;Richmond International Airport;2018-01-01;9999-12-31
819;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Richmond International Airport;2018-01-01;9999-12-31
820;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Randolph Air Force Base;2018-01-01;9999-12-31
820;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Randolph Air Force Base;2018-01-01;9999-12-31
821;1;2;Temperature only;4;Airport;22;High risk;Airport;Reno Tahoe International Airport;2018-01-01;9999-12-31
821;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Reno Tahoe International Airport;2018-01-01;9999-12-31
822;1;1;Temperature only;4;Airport;4;Low risk;Airport;Roanoke–Blacksburg Regional Airport;2018-01-01;9999-12-31
822;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Roanoke–Blacksburg Regional Airport;2018-01-01;9999-12-31
823;1;1;Temperature only;4;Airport;4;Low risk;Airport;Greater Rochester International Airport;2018-01-01;9999-12-31
823;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Greater Rochester International Airport;2018-01-01;9999-12-31
824;1;1;Temperature only;4;Airport;4;Low risk;Airport;Rochester International Airport;2018-01-01;9999-12-31
824;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Rochester International Airport;2018-01-01;9999-12-31
825;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Southwest Florida International Airport;2018-01-01;9999-12-31
825;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Southwest Florida International Airport;2018-01-01;9999-12-31
826;1;1;Temperature only;4;Airport;4;Low risk;Airport;San Diego International Airport;2018-01-01;9999-12-31
826;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;San Diego International Airport;2018-01-01;9999-12-31
827;1;1;Temperature only;4;Airport;4;Low risk;Airport;San Antonio International Airport;2018-01-01;9999-12-31
827;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;San Antonio International Airport;2018-01-01;9999-12-31
828;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Savannah Hilton Head International Airport;2018-01-01;9999-12-31
828;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Savannah Hilton Head International Airport;2018-01-01;9999-12-31
829;1;2;Temperature only;4;Airport;22;High risk;Airport;South Bend Regional Airport;2018-01-01;9999-12-31
829;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;South Bend Regional Airport;2018-01-01;9999-12-31
830;1;1;Temperature only;4;Airport;4;Low risk;Airport;Louisville International Standiford Field;2018-01-01;9999-12-31
830;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Louisville International Standiford Field;2018-01-01;9999-12-31
831;1;1;Temperature only;4;Airport;4;Low risk;Airport;Seattle Tacoma International Airport;2018-01-01;9999-12-31
831;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Seattle Tacoma International Airport;2018-01-01;9999-12-31
832;1;1;Temperature only;4;Airport;4;Low risk;Airport;Orlando Sanford International Airport;2018-01-01;9999-12-31
832;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Orlando Sanford International Airport;2018-01-01;9999-12-31
833;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;San Francisco International Airport;2018-01-01;9999-12-31
833;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;San Francisco International Airport;2018-01-01;9999-12-31
834;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Springfield Branson National Airport;2018-01-01;9999-12-31
834;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Springfield Branson National Airport;2018-01-01;9999-12-31
835;1;1;Temperature only;4;Airport;4;Low risk;Airport;Shreveport Regional Airport;2018-01-01;9999-12-31
835;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Shreveport Regional Airport;2018-01-01;9999-12-31
836;1;1;Temperature only;4;Airport;4;Low risk;Airport;Norman Y. Mineta San Jose International Airport;2018-01-01;9999-12-31
836;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Norman Y. Mineta San Jose International Airport;2018-01-01;9999-12-31
837;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Fairchild Air Force Base;2018-01-01;9999-12-31
837;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Fairchild Air Force Base;2018-01-01;9999-12-31
838;1;2;Temperature only;4;Airport;22;High risk;Airport;Salt Lake City International Airport;2018-01-01;9999-12-31
838;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Salt Lake City International Airport;2018-01-01;9999-12-31
839;1;2;Temperature only;4;Airport;22;High risk;Airport;Sacramento International Airport;2018-01-01;9999-12-31
839;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Sacramento International Airport;2018-01-01;9999-12-31
840;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;John Wayne Airport-Orange County Airport;2018-01-01;9999-12-31
840;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;John Wayne Airport-Orange County Airport;2018-01-01;9999-12-31
841;1;1;Temperature only;4;Airport;4;Low risk;Airport;Abraham Lincoln Capital Airport;2018-01-01;9999-12-31
841;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Abraham Lincoln Capital Airport;2018-01-01;9999-12-31
842;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Sheppard Air Force Base-Wichita Falls Municipal Airport;2018-01-01;9999-12-31
842;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Sheppard Air Force Base-Wichita Falls Municipal Airport;2018-01-01;9999-12-31
843;1;1;Temperature only;4;Airport;4;Low risk;Airport;Sarasota Bradenton International Airport;2018-01-01;9999-12-31
843;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Sarasota Bradenton International Airport;2018-01-01;9999-12-31
844;1;1;Temperature only;4;Airport;4;Low risk;Airport;Shaw Air Force Base;2018-01-01;9999-12-31
844;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Shaw Air Force Base;2018-01-01;9999-12-31
845;1;1;Temperature only;4;Airport;4;Low risk;Airport;St Louis Lambert International Airport;2018-01-01;9999-12-31
845;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;St Louis Lambert International Airport;2018-01-01;9999-12-31
846;1;1;Temperature only;4;Airport;4;Low risk;Airport;Spirit of St Louis Airport;2018-01-01;9999-12-31
846;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Spirit of St Louis Airport;2018-01-01;9999-12-31
847;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Travis Air Force Base;2018-01-01;9999-12-31
847;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Travis Air Force Base;2018-01-01;9999-12-31
848;1;2;Temperature only;4;Airport;22;High risk;Airport;Sioux Gateway Col. Bud Day Field;2018-01-01;9999-12-31
848;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Sioux Gateway Col. Bud Day Field;2018-01-01;9999-12-31
849;1;1;Temperature only;4;Airport;4;Low risk;Airport;Syracuse Hancock International Airport;2018-01-01;9999-12-31
849;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Syracuse Hancock International Airport;2018-01-01;9999-12-31
850;1;2;Temperature only;4;Airport;22;High risk;Airport;Whiteman Air Force Base;2018-01-01;9999-12-31
850;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Whiteman Air Force Base;2018-01-01;9999-12-31
851;1;1;Temperature only;4;Airport;4;Low risk;Airport;McChord Air Force Base;2018-01-01;9999-12-31
851;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;McChord Air Force Base;2018-01-01;9999-12-31
852;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tinker Air Force Base;2018-01-01;9999-12-31
852;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tinker Air Force Base;2018-01-01;9999-12-31
853;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Tallahassee Regional Airport;2018-01-01;9999-12-31
853;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Tallahassee Regional Airport;2018-01-01;9999-12-31
854;1;1;Temperature only;4;Airport;4;Low risk;Airport;Toledo Express Airport;2018-01-01;9999-12-31
854;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Toledo Express Airport;2018-01-01;9999-12-31
855;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tampa International Airport;2018-01-01;9999-12-31
855;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tampa International Airport;2018-01-01;9999-12-31
856;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Tri-Cities Regional TN/VA Airport;2018-01-01;9999-12-31
856;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Tri-Cities Regional TN/VA Airport;2018-01-01;9999-12-31
857;1;2;Temperature only;4;Airport;22;High risk;Airport;Tulsa International Airport;2018-01-01;9999-12-31
857;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Tulsa International Airport;2018-01-01;9999-12-31
858;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tucson International Airport;2018-01-01;9999-12-31
858;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tucson International Airport;2018-01-01;9999-12-31
859;1;1;Temperature only;4;Airport;4;Low risk;Airport;McGhee Tyson Airport;2018-01-01;9999-12-31
859;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;McGhee Tyson Airport;2018-01-01;9999-12-31
860;1;1;Temperature only;4;Airport;4;Low risk;Airport;Vandenberg Air Force Base;2018-01-01;9999-12-31
860;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Vandenberg Air Force Base;2018-01-01;9999-12-31
861;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Destin-Ft Walton Beach Airport;2018-01-01;9999-12-31
861;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Destin-Ft Walton Beach Airport;2018-01-01;9999-12-31
862;1;1;Temperature only;4;Airport;4;Low risk;Airport;Robins Air Force Base;2018-01-01;9999-12-31
862;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Robins Air Force Base;2018-01-01;9999-12-31
863;1;1;Temperature only;4;Airport;4;Low risk;Airport;Tirana International Airport Mother Teresa;2018-01-01;9999-12-31
863;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Tirana International Airport Mother Teresa;2018-01-01;9999-12-31
864;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Burgas Airport;2018-01-01;9999-12-31
864;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Burgas Airport;2018-01-01;9999-12-31
865;1;2;Temperature only;4;Airport;22;High risk;Airport;Sofia Airport;2018-01-01;9999-12-31
865;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Sofia Airport;2018-01-01;9999-12-31
866;1;1;Temperature only;4;Airport;4;Low risk;Airport;Varna Airport;2018-01-01;9999-12-31
866;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Varna Airport;2018-01-01;9999-12-31
867;1;1;Temperature only;4;Airport;4;Low risk;Airport;Larnaca International Airport;2018-01-01;9999-12-31
867;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Larnaca International Airport;2018-01-01;9999-12-31
868;1;1;Temperature only;4;Airport;4;Low risk;Airport;Paphos International Airport;2018-01-01;9999-12-31
868;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Paphos International Airport;2018-01-01;9999-12-31
869;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;RAF Akrotiri;2018-01-01;9999-12-31
869;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;RAF Akrotiri;2018-01-01;9999-12-31
870;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Zagreb Airport;2018-01-01;9999-12-31
870;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Zagreb Airport;2018-01-01;9999-12-31
871;1;1;Temperature only;4;Airport;4;Low risk;Airport;Alicante International Airport;2018-01-01;9999-12-31
871;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Alicante International Airport;2018-01-01;9999-12-31
872;1;1;Temperature only;4;Airport;4;Low risk;Airport;Barcelona International Airport;2018-01-01;9999-12-31
872;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Barcelona International Airport;2018-01-01;9999-12-31
873;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Adolfo Suárez Madrid–Barajas Airport;2018-01-01;9999-12-31
873;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Adolfo Suárez Madrid–Barajas Airport;2018-01-01;9999-12-31
874;1;2;Temperature only;4;Airport;22;High risk;Airport;Málaga Airport;2018-01-01;9999-12-31
874;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Málaga Airport;2018-01-01;9999-12-31
875;1;2;Temperature only;4;Airport;22;High risk;Airport;Palma De Mallorca Airport;2018-01-01;9999-12-31
875;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Palma De Mallorca Airport;2018-01-01;9999-12-31
876;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Santiago de Compostela Airport;2018-01-01;9999-12-31
876;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Santiago de Compostela Airport;2018-01-01;9999-12-31
877;1;1;Temperature only;4;Airport;4;Low risk;Airport;Bordeaux-Mérignac Airport;2018-01-01;9999-12-31
877;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bordeaux-Mérignac Airport;2018-01-01;9999-12-31
878;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Toulouse-Blagnac Airport;2018-01-01;9999-12-31
878;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Toulouse-Blagnac Airport;2018-01-01;9999-12-31
879;1;1;Temperature only;4;Airport;4;Low risk;Airport;Marseille Provence Airport;2018-01-01;9999-12-31
879;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Marseille Provence Airport;2018-01-01;9999-12-31
880;1;1;Temperature only;4;Airport;4;Low risk;Airport;Nice-Côte d'Azur Airport;2018-01-01;9999-12-31
880;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Nice-Côte d'Azur Airport;2018-01-01;9999-12-31
881;1;1;Temperature only;4;Airport;4;Low risk;Airport;Charles de Gaulle International Airport;2018-01-01;9999-12-31
881;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Charles de Gaulle International Airport;2018-01-01;9999-12-31
882;1;1;Temperature only;4;Airport;4;Low risk;Airport;Paris-Orly Airport;2018-01-01;9999-12-31
882;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Paris-Orly Airport;2018-01-01;9999-12-31
883;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;EuroAirport Basel-Mulhouse-Freiburg Airport;2018-01-01;9999-12-31
883;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;EuroAirport Basel-Mulhouse-Freiburg Airport;2018-01-01;9999-12-31
884;1;2;Temperature only;4;Airport;22;High risk;Airport;Eleftherios Venizelos International Airport;2018-01-01;9999-12-31
884;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Eleftherios Venizelos International Airport;2018-01-01;9999-12-31
885;1;1;Temperature only;4;Airport;4;Low risk;Airport;Heraklion International Nikos Kazantzakis Airport;2018-01-01;9999-12-31
885;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Heraklion International Nikos Kazantzakis Airport;2018-01-01;9999-12-31
886;1;2;Temperature only;4;Airport;22;High risk;Airport;Thessaloniki Macedonia International Airport;2018-01-01;9999-12-31
886;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Thessaloniki Macedonia International Airport;2018-01-01;9999-12-31
887;1;1;Temperature only;4;Airport;4;Low risk;Airport;Budapest Ferenc Liszt International Airport;2018-01-01;9999-12-31
887;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Budapest Ferenc Liszt International Airport;2018-01-01;9999-12-31
888;1;1;Temperature only;4;Airport;4;Low risk;Airport;Bari Karol Wojty?a Airport;2018-01-01;9999-12-31
888;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Bari Karol Wojty?a Airport;2018-01-01;9999-12-31
889;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Catania-Fontanarossa Airport;2018-01-01;9999-12-31
889;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Catania-Fontanarossa Airport;2018-01-01;9999-12-31
890;1;1;Temperature only;4;Airport;4;Low risk;Airport;Falcone–Borsellino Airport;2018-01-01;9999-12-31
890;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Falcone–Borsellino Airport;2018-01-01;9999-12-31
891;1;1;Temperature only;4;Airport;4;Low risk;Airport;Cagliari Elmas Airport;2018-01-01;9999-12-31
891;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Cagliari Elmas Airport;2018-01-01;9999-12-31
892;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Malpensa International Airport;2018-01-01;9999-12-31
892;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Malpensa International Airport;2018-01-01;9999-12-31
893;1;2;Temperature only;4;Airport;22;High risk;Airport;Il Caravaggio International Airport;2018-01-01;9999-12-31
893;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Il Caravaggio International Airport;2018-01-01;9999-12-31
894;1;1;Temperature only;4;Airport;4;Low risk;Airport;Turin Airport;2018-01-01;9999-12-31
894;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Turin Airport;2018-01-01;9999-12-31
895;1;1;Temperature only;4;Airport;4;Low risk;Airport;Genoa Cristoforo Colombo Airport;2018-01-01;9999-12-31
895;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Genoa Cristoforo Colombo Airport;2018-01-01;9999-12-31
896;1;1;Temperature only;4;Airport;4;Low risk;Airport;Milano Linate Airport;2018-01-01;9999-12-31
896;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Milano Linate Airport;2018-01-01;9999-12-31
897;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Bologna Guglielmo Marconi Airport;2018-01-01;9999-12-31
897;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Bologna Guglielmo Marconi Airport;2018-01-01;9999-12-31
898;1;1;Temperature only;4;Airport;4;Low risk;Airport;Treviso-Sant'Angelo Airport;2018-01-01;9999-12-31
898;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Treviso-Sant'Angelo Airport;2018-01-01;9999-12-31
899;1;1;Temperature only;4;Airport;4;Low risk;Airport;Verona Villafranca Airport;2018-01-01;9999-12-31
899;2;1.2;Freight insurance;4;Airport;4;Low risk;Airport;Verona Villafranca Airport;2018-01-01;9999-12-31
900;1;1.5;Temperature only;4;Airport;13;Medium risk;Airport;Venice Marco Polo Airport;2018-01-01;9999-12-31
900;2;1.8;Freight insurance;4;Airport;13;Medium risk;Airport;Venice Marco Polo Airport;2018-01-01;9999-12-31
901;1;2;Temperature only;4;Airport;22;High risk;Airport;Ciampino–G. B. Pastine International Airport;2018-01-01;9999-12-31
901;2;2.4;Freight insurance;4;Airport;22;High risk;Airport;Ciampino–G. B. Pastine International Airport;2018-01-01;9999-12-31
902;1;1;Temperature only;4;Airport;4;Low risk;Airport;Leonardo da Vinci–Fiumicino Airport;2018-01-01;9999-12-31
